lv,price,production_n
138,54173,2448
139,54715,2460
140,55262,2472
141,55815,2484
142,56373,2496
143,56937,2508
144,57506,2521
145,58081,2534
146,58662,2547
147,59249,2560
148,59841,2573
149,60439,2586
150,61043,2599
151,61653,2612
152,62270,2625
153,62893,2638
154,63522,2651
155,64157,2664
156,64799,2677
157,65447,2690
158,66101,2703
159,66762,2717
160,67430,2731
161,68104,2745
162,68785,2759
163,69473,2773
164,70168,2787
165,70870,2801
166,71579,2815
167,72295,2829
168,73018,2843
169,73748,2857
170,74485,2871
171,75230,2885
172,75982,2899
173,76742,2913
174,77509,2928
175,78284,2943
176,79067,2958
177,79858,2973
178,80657,2988
179,81464,3003
180,82279,3018
181,83102,3033
182,83933,3048
183,84772,3063
184,85620,3078
185,86476,3093
186,87341,3108
187,88214,3124
188,89096,3140
189,89987,3156
190,90887,3172
191,91796,3188
192,92714,3204
193,93641,3220
194,94577,3236
195,95523,3252
196,96478,3268
197,97443,3284
198,98417,3300
199,99401,3317
200,100395,3334
201,100797,3341
202,101200,3348
203,101605,3355
204,102011,3362
205,102419,3369
206,102829,3376
207,103240,3383
208,103653,3390
209,104068,3397
210,104484,3404
211,104902,3411
212,105322,3418
213,105743,3425
214,106166,3432
215,106591,3439
216,107017,3446
217,107445,3453
218,107875,3460
219,108307,3467
220,108740,3474
221,109175,3481
222,109612,3488
223,110050,3495
224,110490,3502
225,110932,3509
226,111376,3516
227,111822,3523
228,112269,3530
229,112718,3537
230,113169,3544
231,113622,3551
232,114076,3558
233,114532,3565
234,114990,3572
235,115450,3579
236,115912,3586
237,116376,3593
238,116842,3600
239,117309,3607
240,117778,3614
241,118249,3621
242,118722,3628
243,119197,3635
244,119674,3642
245,120153,3649
246,120634,3656
247,121117,3663
248,121601,3670
249,122087,3677
250,122575,3684
251,123065,3691
252,123557,3698
253,124051,3705
254,124547,3712
255,125045,3719
256,125545,3726
257,126047,3733
258,126551,3740
259,127057,3747
260,127565,3754
261,128075,3762
262,128587,3770
263,129101,3778
264,129617,3786
265,130135,3794
266,130656,3802
267,131179,3810
268,131704,3818
269,132231,3826
270,132760,3834
271,133291,3842
272,133824,3850
273,134359,3858
274,134896,3866
275,135436,3874
276,135978,3882
277,136522,3890
278,137068,3898
279,137616,3906
280,138166,3914
281,138719,3922
282,139274,3930
283,139831,3938
284,140390,3946
285,140952,3954
286,141516,3962
287,142082,3970
288,142650,3978
289,143221,3986
290,143794,3994
291,144369,4002
292,144946,4010
293,145526,4018
294,146108,4026
295,146692,4034
296,147279,4042
297,147868,4050
298,148459,4058
299,149053,4066
300,149649,4074
301,149948,4082
302,150248,4090
303,150548,4098
304,150849,4106
305,151151,4114
306,151453,4122
307,151756,4130
308,152060,4138
309,152364,4146
310,152669,4154
311,152974,4162
312,153280,4170
313,153587,4178
314,153894,4186
315,154202,4194
316,154510,4202
317,154819,4210
318,155129,4218
319,155439,4226
320,155750,4234
321,156062,4242
322,156374,4250
323,156687,4259
324,157000,4268
325,157314,4277
326,157629,4286
327,157944,4295
328,158260,4304
329,158577,4313
330,158894,4322
331,159212,4331
332,159530,4340
333,159849,4349
334,160169,4358
335,160489,4367
336,160810,4376
337,161132,4385
338,161454,4394
339,161777,4403
340,162101,4412
341,162425,4421
342,162750,4430
343,163076,4439
344,163402,4448
345,163729,4457
346,164056,4466
347,164384,4475
348,164713,4484
349,165042,4493
350,165372,4502
351,165703,4511
352,166034,4520
353,166366,4529
354,166699,4538
355,167032,4547
356,167366,4556
357,167701,4565
358,168036,4574
359,168372,4583
360,168709,4592
361,169046,4601
362,169384,4610
363,169723,4619
364,170062,4628
365,170402,4637
366,170743,4646
367,171084,4655
368,171426,4664
369,171769,4673
370,172113,4682
371,172457,4691
372,172802,4700
373,173148,4709
374,173494,4718
375,173841,4727
376,174189,4736
377,174537,4745
378,174886,4754
379,175236,4764
380,175586,4774
381,175937,4784
382,176289,4794
383,176642,4804
384,176995,4814
385,177349,4824
386,177704,4834
387,178059,4844
388,178415,4854
389,178772,4864
390,179130,4874
391,179488,4884
392,179847,4894
393,180207,4904
394,180567,4914
395,180928,4924
396,181290,4934
397,181653,4944
398,182016,4954
399,182380,4964
400,182745,4974
401,183110,4979
402,183476,4984
403,183843,4989
404,184211,4994
405,184579,4999
406,184948,5004
407,185318,5009
408,185689,5014
409,186060,5019
410,186432,5024
411,186805,5029
412,187179,5034
413,187553,5039
414,187928,5044
415,188304,5049
416,188681,5054
417,189058,5059
418,189436,5064
419,189815,5069
420,190195,5074
421,190575,5079
422,190956,5084
423,191338,5089
424,191721,5094
425,192104,5099
426,192488,5104
427,192873,5109
428,193259,5114
429,193646,5119
430,194033,5124
431,194421,5129
432,194810,5134
433,195200,5139
434,195590,5144
435,195981,5149
436,196373,5154
437,196766,5159
438,197160,5164
439,197554,5169
440,197949,5174
441,198345,5179
442,198742,5184
443,199139,5189
444,199537,5194
445,199936,5199
446,200336,5204
447,200737,5209
448,201138,5214
449,201540,5219
450,201943,5224
451,202347,5229
452,202752,5234
453,203158,5239
454,203564,5244
455,203971,5249
456,204379,5254
457,204788,5259
458,205198,5264
459,205608,5269
460,206019,5274
461,206431,5279
462,206844,5284
463,207258,5289
464,207673,5294
465,208088,5299
466,208504,5304
467,208921,5309
468,209339,5314
469,209758,5319
470,210178,5324
471,210598,5329
472,211019,5334
473,211441,5339
474,211864,5344
475,212288,5349
476,212713,5354
477,213138,5359
478,213564,5364
479,213991,5369
480,214419,5374
481,214848,5379
482,215278,5384
483,215709,5389
484,216140,5394
485,216572,5399
486,217005,5404
487,217439,5409
488,217874,5414
489,218310,5419
490,218747,5424
491,219184,5429
492,219622,5434
493,220061,5439
494,220501,5444
495,220942,5449
496,221384,5454
497,221827,5459
498,222271,5464
499,222716,5469
500,223161,5474
501,223607,5479
502,224054,5484
503,224502,5489
504,224951,5494
505,225401,5499
506,225852,5504
507,226304,5510
508,226757,5516
509,227211,5522
510,227665,5528
511,228120,5534
512,228576,5540
513,229033,5546
514,229491,5552
515,229950,5558
516,230410,5564
517,230871,5570
518,231333,5576
519,231796,5582
520,232260,5588
521,232725,5594
522,233190,5600
523,233656,5606
524,234123,5612
525,234591,5618
526,235060,5624
527,235530,5630
528,236001,5636
529,236473,5642
530,236946,5648
531,237420,5654
532,237895,5660
533,238371,5666
534,238848,5672
535,239326,5678
536,239805,5684
537,240285,5690
538,240766,5696
539,241248,5702
540,241730,5708
541,242213,5714
542,242697,5720
543,243182,5726
544,243668,5732
545,244155,5738
546,244643,5744
547,245132,5750
548,245622,5756
549,246113,5762
550,246605,5768
551,247098,5774
552,247592,5780
553,248087,5786
554,248583,5792
555,249080,5798
556,249578,5804
557,250077,5810
558,250577,5816
559,251078,5822
560,251580,5828
561,252083,5834
562,252587,5840
563,253092,5846
564,253598,5852
565,254105,5858
566,254613,5864
567,255122,5870
568,255632,5876
569,256143,5882
570,256655,5888
571,257168,5894
572,257682,5900
573,258197,5906
574,258713,5912
575,259230,5918
576,259748,5924
577,260267,5930
578,260788,5936
579,261310,5942
580,261833,5948
581,262357,5954
582,262882,5960
583,263408,5966
584,263935,5972
585,264463,5978
586,264992,5984
587,265522,5990
588,266053,5996
589,266585,6002
590,267118,6008
591,267652,6014
592,268187,6020
593,268723,6026
594,269260,6032
595,269799,6038
596,270339,6044
597,270880,6050
598,271422,6056
599,271965,6062
600,272509,6068
601,273054,6074
602,273600,6080
603,274147,6086
604,274695,6092
605,275244,6098
606,275794,6104
607,276346,6110
608,276899,6116
609,277453,6122
610,278008,6128
611,278564,6134
612,279121,6140
613,279679,6146
614,280238,6152
615,280798,6158
616,281360,6164
617,281923,6170
618,282487,6176
619,283052,6182
620,283618,6188
621,284185,6194
622,284753,6200
623,285323,6206
624,285894,6212
625,286466,6218
626,287039,6224
627,287613,6230
628,288188,6236
629,288764,6242
630,289342,6248
631,289921,6254
632,290501,6260
633,291082,6266
634,291664,6272
635,292247,6278
636,292831,6284
637,293417,6290
638,294004,6296
639,294592,6302
640,295181,6308
641,295771,6314
642,296363,6320
643,296956,6326
644,297550,6332
645,298145,6338
646,298741,6344
647,299338,6350
648,299937,6356
649,300537,6362
650,301138,6368
651,301740,6374
652,302343,6380
653,302948,6386
654,303554,6392
655,304161,6398
656,304769,6404
657,305379,6410
658,305990,6416
659,306602,6422
660,307215,6428
661,307829,6434
662,308445,6440
663,309062,6446
664,309680,6452
665,310299,6458
666,310920,6464
667,311542,6470
668,312165,6476
669,312789,6482
670,313415,6488
671,314042,6494
672,314670,6500
673,315299,6507
674,315930,6514
675,316562,6521
676,317195,6528
677,317829,6535
678,318465,6542
679,319102,6549
680,319740,6556
681,320379,6563
682,321020,6570
683,321662,6577
684,322305,6584
685,322950,6591
686,323596,6598
687,324243,6605
688,324891,6612
689,325541,6619
690,326192,6626
691,326844,6633
692,327498,6640
693,328153,6647
694,328809,6654
695,329467,6661
696,330126,6668
697,330786,6675
698,331448,6682
699,332111,6689
700,332775,6696
701,333441,6703
702,334108,6710
703,334776,6717
704,335446,6724
705,336117,6731
706,336789,6738
707,337463,6745
708,338138,6752
709,338814,6759
710,339492,6766
711,340171,6773
712,340851,6780
713,341533,6787
714,342216,6794
715,342900,6801
716,343586,6808
717,344273,6815
718,344962,6822
719,345652,6829
720,346343,6836
721,347036,6843
722,347730,6850
723,348425,6857
724,349122,6864
725,349820,6871
726,350520,6878
727,351221,6885
728,351923,6892
729,352627,6899
730,353332,6906
731,354039,6913
732,354747,6920
733,355456,6927
734,356167,6934
735,356879,6941
736,357593,6948
737,358308,6955
738,359025,6962
739,359743,6969
740,360462,6976
741,361183,6983
742,361905,6990
743,362629,6997
744,363354,7004
745,364081,7011
746,364809,7018
747,365539,7025
748,366270,7032
749,367003,7039
750,367737,7046
751,368472,7053
752,369209,7060
753,369947,7067
754,370687,7074
755,371428,7081
756,372171,7088
757,372915,7095
758,373661,7102
759,374408,7109
760,375157,7116
761,375907,7123
762,376659,7130
763,377412,7137
764,378167,7144
765,378923,7151
766,379681,7158
767,380440,7165
768,381201,7172
769,381963,7179
770,382727,7186
771,383492,7193
772,384259,7200
773,385028,7207
774,385798,7214
775,386570,7221
776,387343,7228
777,388118,7235
778,388894,7242
779,389672,7249
780,390451,7256
781,391232,7263
782,392014,7270
783,392798,7277
784,393584,7284
785,394371,7291
786,395160,7298
787,395950,7305
788,396742,7312
789,397535,7319
790,398330,7326
791,399127,7333
792,399925,7340
793,400725,7347
794,401526,7354
795,402329,7361
796,403134,7368
797,403940,7375
798,404748,7382
799,405557,7389
800,406368,7396
801,407181,7403
802,407995,7410
803,408811,7417
804,409629,7424
805,410448,7431
806,411269,7438
807,412092,7445
808,412916,7452
809,413742,7459
810,414569,7466
811,415398,7473
812,416229,7480
813,417061,7487
814,417895,7494
815,418731,7501
816,419568,7509
817,420407,7517
818,421248,7525
819,422090,7533
820,422934,7541
821,423780,7549
822,424628,7557
823,425477,7565
824,426328,7573
825,427181,7581
826,428035,7589
827,428891,7597
828,429749,7605
829,430608,7613
830,431469,7621
831,432332,7629
832,433197,7637
833,434063,7645
834,434931,7653
835,435801,7661
836,436673,7669
837,437546,7677
838,438421,7685
839,439298,7693
840,440177,7701
841,441057,7709
842,441939,7717
843,442823,7725
844,443709,7733
845,444596,7741
846,445485,7749
847,446376,7757
848,447269,7765
849,448164,7773
850,449060,7781
851,449958,7789
852,450858,7797
853,451760,7805
854,452664,7813
855,453569,7821
856,454476,7829
857,455385,7837
858,456296,7845
859,457209,7853
860,458123,7861
861,459039,7869
862,459957,7877
863,460877,7885
864,461799,7893
865,462723,7901
866,463648,7909
867,464575,7917
868,465504,7925
869,466435,7933
870,467368,7941
871,468303,7949
872,469240,7957
873,470178,7965
874,471118,7973
875,472060,7981
876,473004,7989
877,473950,7997
878,474898,8005
879,475848,8013
880,476800,8021
881,477754,8029
882,478710,8037
883,479667,8045
884,480626,8053
885,481587,8061
886,482550,8069
887,483515,8077
888,484482,8085
889,485451,8093
890,486422,8101
891,487395,8109
892,488370,8117
893,489347,8125
894,490326,8133
895,491307,8141
896,492290,8149
897,493275,8157
898,494262,8165
899,495251,8173
900,496242,8181
901,497234,8189
902,498228,8197
903,499224,8205
904,500222,8213
905,501222,8221
906,502224,8229
907,503228,8237
908,504234,8245
909,505242,8253
910,506252,8261
911,507265,8269
912,508280,8277
913,509297,8285
914,510316,8293
915,511337,8301
916,512360,8309
917,513385,8317
918,514412,8325
919,515441,8333
920,516472,8341
921,517505,8349
922,518540,8357
923,519577,8365
924,520616,8373
925,521657,8381
926,522700,8389
927,523745,8397
928,524792,8405
929,525842,8413
930,526894,8421
931,527948,8429
932,529004,8437
933,530062,8445
934,531122,8453
935,532184,8461
936,533248,8469
937,534314,8477
938,535383,8485
939,536454,8493
940,537527,8501
941,538602,8510
942,539679,8519
943,540758,8528
944,541840,8537
945,542924,8546
946,544010,8555
947,545098,8564
948,546188,8573
949,547280,8582
950,548375,8591
951,549472,8600
952,550571,8609
953,551672,8618
954,552775,8627
955,553881,8636
956,554989,8645
957,556099,8654
958,557211,8663
959,558325,8672
960,559442,8681
961,560561,8690
962,561682,8699
963,562805,8708
964,563931,8717
965,565059,8726
966,566189,8735
967,567321,8744
968,568456,8753
969,569593,8762
970,570732,8771
971,571873,8780
972,573017,8789
973,574163,8798
974,575311,8807
975,576462,8816
976,577615,8825
977,578770,8834
978,579928,8843
979,581088,8852
980,582250,8861
981,583415,8870
982,584582,8879
983,585751,8888
984,586923,8897
985,588097,8906
986,589273,8915
987,590452,8924
988,591633,8933
989,592816,8942
990,594002,8951
991,595190,8960
992,596380,8969
993,597573,8978
994,598768,8987
995,599966,8996
996,601166,9005
997,602368,9014
998,603573,9023
999,604780,9032
