lv,price,production_n
528,279614,7301
529,280173,7308
530,280733,7315
531,281294,7322
532,281857,7329
533,282421,7336
534,282986,7343
535,283552,7350
536,284119,7357
537,284687,7364
538,285256,7371
539,285827,7378
540,286399,7385
541,286972,7392
542,287546,7399
543,288121,7406
544,288697,7413
545,289274,7420
546,289853,7427
547,290433,7434
548,291014,7441
549,291596,7448
550,292179,7455
551,292763,7462
552,293349,7469
553,293936,7476
554,294524,7483
555,295113,7490
556,295703,7497
557,296294,7504
558,296887,7512
559,297481,7520
560,298076,7528
561,298672,7536
562,299269,7544
563,299868,7552
564,300468,7560
565,301069,7568
566,301671,7576
567,302274,7584
568,302879,7592
569,303485,7600
570,304092,7608
571,304700,7616
572,305309,7624
573,305920,7632
574,306532,7640
575,307145,7648
576,307759,7656
577,308375,7664
578,308992,7672
579,309610,7680
580,310229,7688
581,310849,7696
582,311471,7704
583,312094,7712
584,312718,7720
585,313343,7728
586,313970,7736
587,314598,7744
588,315227,7752
589,315857,7760
590,316489,7768
591,317122,7776
592,317756,7784
593,318392,7792
594,319029,7800
595,319667,7808
596,320306,7816
597,320947,7824
598,321589,7832
599,322232,7840
600,322876,7848
601,323522,7856
602,324169,7864
603,324817,7872
604,325467,7880
605,326118,7888
606,326770,7896
607,327424,7904
608,328079,7912
609,328735,7920
610,329392,7928
611,330051,7936
612,330711,7944
613,331372,7952
614,332035,7960
615,332699,7968
616,333364,7976
617,334031,7984
618,334699,7992
619,335368,8000
620,336039,8008
621,336711,8016
622,337384,8024
623,338059,8032
624,338735,8040
625,339412,8048
626,340091,8056
627,340771,8064
628,341453,8072
629,342136,8080
630,342820,8088
631,343506,8096
632,344193,8104
633,344881,8112
634,345571,8120
635,346262,8128
636,346955,8136
637,347649,8144
638,348344,8152
639,349041,8160
640,349739,8168
641,350438,8176
642,351139,8184
643,351841,8192
644,352545,8200
645,353250,8208
646,353957,8216
647,354665,8224
648,355374,8232
649,356085,8240
650,356797,8248
651,357511,8256
652,358226,8264
653,358942,8272
654,359660,8280
655,360379,8288
656,361100,8296
657,361822,8304
658,362546,8312
659,363271,8320
660,363998,8328
661,364726,8336
662,365455,8344
663,366186,8352
664,366918,8360
665,367652,8368
666,368387,8376
667,369124,8384
668,369862,8392
669,370602,8400
670,371343,8408
671,372086,8416
672,372830,8424
673,373576,8432
674,374323,8440
675,375072,8448
676,375822,8456
677,376574,8464
678,377327,8472
679,378082,8480
680,378838,8488
681,379596,8496
682,380355,8504
683,381116,8513
684,381878,8522
685,382642,8531
686,383407,8540
687,384174,8549
688,384942,8558
689,385712,8567
690,386483,8576
691,387256,8585
692,388031,8594
693,388807,8603
694,389585,8612
695,390364,8621
696,391145,8630
697,391927,8639
698,392711,8648
699,393496,8657
700,394283,8666
701,395072,8675
702,395862,8684
703,396654,8693
704,397447,8702
705,398242,8711
706,399038,8720
707,399836,8729
708,400636,8738
709,401437,8747
710,402240,8756
711,403044,8765
712,403850,8774
713,404658,8783
714,405467,8792
715,406278,8801
716,407091,8810
717,407905,8819
718,408721,8828
719,409538,8837
720,410357,8846
721,411178,8855
722,412000,8864
723,412824,8873
724,413650,8882
725,414477,8891
726,415306,8900
727,416137,8909
728,416969,8918
729,417803,8927
730,418639,8936
731,419476,8945
732,420315,8954
733,421156,8963
734,421998,8972
735,422842,8981
736,423688,8990
737,424535,8999
738,425384,9008
739,426235,9017
740,427087,9026
741,427941,9035
742,428797,9044
743,429655,9053
744,430514,9062
745,431375,9071
746,432238,9080
747,433102,9089
748,433968,9098
749,434836,9107
750,435706,9116
751,436577,9125
752,437450,9134
753,438325,9143
754,439202,9152
755,440080,9161
756,440960,9170
757,441842,9179
758,442726,9188
759,443611,9197
760,444498,9206
761,445387,9215
762,446278,9224
763,447171,9233
764,448065,9242
765,448961,9251
766,449859,9260
767,450759,9269
768,451661,9278
769,452564,9287
770,453469,9296
771,454376,9305
772,455285,9314
773,456196,9323
774,457108,9332
775,458022,9341
776,458938,9350
777,459856,9359
778,460776,9368
779,461698,9377
780,462621,9386
781,463546,9395
782,464473,9404
783,465402,9413
784,466333,9422
785,467266,9431
786,468201,9440
787,469137,9449
788,470075,9458
789,471015,9467
790,471957,9476
791,472901,9485
792,473847,9494
793,474795,9503
794,475745,9513
795,476696,9523
796,477649,9533
797,478604,9543
798,479561,9553
799,480520,9563
800,481481,9573
801,482444,9583
802,483409,9593
803,484376,9603
804,485345,9613
805,486316,9623
806,487289,9633
807,488264,9643
808,489241,9653
809,490219,9663
810,491199,9673
811,492181,9683
812,493165,9693
813,494151,9703
814,495139,9713
815,496129,9723
816,497121,9733
817,498115,9743
818,499111,9753
819,500109,9763
820,501109,9773
821,502111,9783
822,503115,9793
823,504121,9803
824,505129,9813
825,506139,9823
826,507151,9833
827,508165,9843
828,509181,9853
829,510199,9863
830,511219,9873
831,512241,9883
832,513265,9893
833,514292,9903
834,515321,9913
835,516352,9923
836,517385,9933
837,518420,9943
838,519457,9953
839,520496,9963
840,521537,9973
841,522580,9983
842,523625,9993
843,524672,10003
844,525721,10013
845,526772,10023
846,527826,10033
847,528882,10043
848,529940,10053
849,531000,10063
850,532062,10073
851,533126,10083
852,534192,10093
853,535260,10103
854,536331,10113
855,537404,10123
856,538479,10133
857,539556,10143
858,540635,10153
859,541716,10163
860,542799,10173
861,543885,10183
862,544973,10193
863,546063,10203
864,547155,10213
865,548249,10223
866,549345,10233
867,550444,10243
868,551545,10253
869,552648,10263
870,553753,10273
871,554861,10283
872,555971,10293
873,557083,10303
874,558197,10313
875,559313,10323
876,560432,10333
877,561553,10343
878,562676,10353
879,563801,10363
880,564929,10373
881,566059,10383
882,567191,10393
883,568325,10403
884,569462,10413
885,570601,10423
886,571742,10433
887,572885,10443
888,574031,10453
889,575179,10463
890,576329,10473
891,577482,10483
892,578637,10493
893,579794,10503
894,580954,10514
895,582116,10525
896,583280,10536
897,584447,10547
898,585616,10558
899,586787,10569
900,587961,10580
901,589137,10591
902,590315,10602
903,591496,10613
904,592679,10624
905,593864,10635
906,595052,10646
907,596242,10657
908,597434,10668
909,598629,10679
910,599826,10690
911,601026,10701
912,602228,10712
913,603432,10723
914,604639,10734
915,605848,10745
916,607060,10756
917,608274,10767
918,609491,10778
919,610710,10789
920,611931,10800
921,613155,10811
922,614381,10822
923,615610,10833
924,616841,10844
925,618075,10855
926,619311,10866
927,620550,10877
928,621791,10888
929,623035,10899
930,624281,10910
931,625530,10921
932,626781,10932
933,628035,10943
934,629291,10954
935,630550,10965
936,631811,10976
937,633075,10987
938,634341,10998
939,635610,11009
940,636881,11020
941,638155,11031
942,639431,11042
943,640710,11053
944,641991,11064
945,643275,11075
946,644562,11086
947,645851,11097
948,647143,11108
949,648437,11119
950,649734,11130
951,651033,11141
952,652335,11152
953,653640,11163
954,654947,11174
955,656257,11185
956,657570,11196
957,658885,11207
958,660203,11218
959,661523,11229
960,662846,11240
961,664172,11251
962,665500,11262
963,666831,11273
964,668165,11284
965,669501,11295
966,670840,11306
967,672182,11317
968,673526,11328
969,674873,11339
970,676223,11350
971,677575,11361
972,678930,11372
973,680288,11383
974,681649,11394
975,683012,11405
976,684378,11416
977,685747,11427
978,687118,11438
979,688492,11449
980,689869,11460
981,691249,11471
982,692631,11482
983,694016,11493
984,695404,11504
985,696795,11516
986,698189,11528
987,699585,11540
988,700984,11552
989,702386,11564
990,703791,11576
991,705199,11588
992,706609,11600
993,708022,11612
994,709438,11624
995,710857,11636
996,712279,11648
997,713704,11660
998,715131,11672
999,716561,11684
