lv,price,production_n
257,172404,6912
258,173094,6926
259,173786,6940
260,174481,6954
261,175179,6968
262,175880,6982
263,176584,6996
264,177290,7010
265,177999,7024
266,178711,7038
267,179426,7052
268,180144,7066
269,180865,7080
270,181588,7094
271,182314,7108
272,183043,7122
273,183775,7136
274,184510,7150
275,185248,7164
276,185989,7178
277,186733,7192
278,187480,7206
279,188230,7220
280,188983,7234
281,189739,7248
282,190498,7262
283,191260,7277
284,192025,7292
285,192793,7307
286,193564,7322
287,194338,7337
288,195115,7352
289,195895,7367
290,196679,7382
291,197466,7397
292,198256,7412
293,199049,7427
294,199845,7442
295,200644,7457
296,201447,7472
297,202253,7487
298,203062,7502
299,203874,7517
300,204689,7532
301,205098,7547
302,205508,7562
303,205919,7577
304,206331,7592
305,206744,7607
306,207157,7622
307,207571,7637
308,207986,7652
309,208402,7667
310,208819,7682
311,209237,7697
312,209655,7712
313,210074,7727
314,210494,7742
315,210915,7757
316,211337,7773
317,211760,7789
318,212184,7805
319,212608,7821
320,213033,7837
321,213459,7853
322,213886,7869
323,214314,7885
324,214743,7901
325,215172,7917
326,215602,7933
327,216033,7949
328,216465,7965
329,216898,7981
330,217332,7997
331,217767,8013
332,218203,8029
333,218639,8045
334,219076,8061
335,219514,8077
336,219953,8093
337,220393,8109
338,220834,8125
339,221276,8141
340,221719,8157
341,222162,8173
342,222606,8189
343,223051,8205
344,223497,8221
345,223944,8237
346,224392,8253
347,224841,8270
348,225291,8287
349,225742,8304
350,226193,8321
351,226645,8338
352,227098,8355
353,227552,8372
354,228007,8389
355,228463,8406
356,228920,8423
357,229378,8440
358,229837,8457
359,230297,8474
360,230758,8491
361,231220,8508
362,231682,8525
363,232145,8542
364,232609,8559
365,233074,8576
366,233540,8593
367,234007,8610
368,234475,8627
369,234944,8644
370,235414,8661
371,235885,8678
372,236357,8695
373,236830,8712
374,237304,8729
375,237779,8746
376,238255,8763
377,238732,8781
378,239209,8799
379,239687,8817
380,240166,8835
381,240646,8853
382,241127,8871
383,241609,8889
384,242092,8907
385,242576,8925
386,243061,8943
387,243547,8961
388,244034,8979
389,244522,8997
390,245011,9015
391,245501,9033
392,245992,9051
393,246484,9069
394,246977,9087
395,247471,9105
396,247966,9123
397,248462,9141
398,248959,9159
399,249457,9177
400,249956,9195
401,250456,9204
402,250957,9213
403,251459,9222
404,251962,9231
405,252466,9240
406,252971,9249
407,253477,9258
408,253984,9267
409,254492,9276
410,255001,9285
411,255511,9294
412,256022,9303
413,256534,9312
414,257047,9321
415,257561,9330
416,258076,9339
417,258592,9348
418,259109,9357
419,259627,9366
420,260146,9375
421,260666,9384
422,261187,9393
423,261709,9402
424,262232,9411
425,262756,9420
426,263282,9429
427,263809,9438
428,264337,9447
429,264866,9456
430,265396,9465
431,265927,9474
432,266459,9483
433,266992,9492
434,267526,9501
435,268061,9511
436,268597,9521
437,269134,9531
438,269672,9541
439,270211,9551
440,270751,9561
441,271293,9571
442,271836,9581
443,272380,9591
444,272925,9601
445,273471,9611
446,274018,9621
447,274566,9631
448,275115,9641
449,275665,9651
450,276216,9661
451,276768,9671
452,277322,9681
453,277877,9691
454,278433,9701
455,278990,9711
456,279548,9721
457,280107,9731
458,280667,9741
459,281228,9751
460,281790,9761
461,282354,9771
462,282919,9781
463,283485,9791
464,284052,9801
465,284620,9811
466,285189,9821
467,285759,9831
468,286331,9841
469,286904,9851
470,287478,9861
471,288053,9871
472,288629,9881
473,289206,9891
474,289784,9901
475,290364,9911
476,290945,9921
477,291527,9931
478,292110,9941
479,292694,9951
480,293279,9961
481,293866,9971
482,294454,9981
483,295043,9991
484,295633,10001
485,296224,10011
486,296816,10021
487,297410,10031
488,298005,10041
489,298601,10051
490,299198,10061
491,299796,10071
492,300396,10081
493,300997,10091
494,301599,10101
495,302202,10111
496,302806,10121
497,303412,10131
498,304019,10141
499,304627,10151
500,305236,10161
501,305846,10171
502,306458,10181
503,307071,10191
504,307685,10201
505,308300,10211
506,308917,10221
507,309535,10231
508,310154,10241
509,310774,10251
510,311396,10261
511,312019,10271
512,312643,10281
513,313268,10291
514,313895,10301
515,314523,10311
516,315152,10321
517,315782,10331
518,316414,10341
519,317047,10351
520,317681,10361
521,318316,10371
522,318953,10381
523,319591,10391
524,320230,10401
525,320870,10411
526,321512,10421
527,322155,10431
528,322799,10441
529,323445,10451
530,324092,10461
531,324740,10471
532,325389,10481
533,326040,10491
534,326692,10501
535,327345,10512
536,328000,10523
537,328656,10534
538,329313,10545
539,329972,10556
540,330632,10567
541,331293,10578
542,331956,10589
543,332620,10600
544,333285,10611
545,333952,10622
546,334620,10633
547,335289,10644
548,335960,10655
549,336632,10666
550,337305,10677
551,337980,10688
552,338656,10699
553,339333,10710
554,340012,10721
555,340692,10732
556,341373,10743
557,342056,10754
558,342740,10765
559,343425,10776
560,344112,10787
561,344800,10798
562,345490,10809
563,346181,10820
564,346873,10831
565,347567,10842
566,348262,10853
567,348959,10864
568,349657,10875
569,350356,10886
570,351057,10897
571,351759,10908
572,352463,10919
573,353168,10930
574,353874,10941
575,354582,10952
576,355291,10963
577,356002,10974
578,356714,10985
579,357427,10996
580,358142,11007
581,358858,11018
582,359576,11029
583,360295,11040
584,361016,11051
585,361738,11062
586,362461,11073
587,363186,11084
588,363912,11095
589,364640,11106
590,365369,11117
591,366100,11128
592,366832,11139
593,367566,11150
594,368301,11161
595,369038,11172
596,369776,11183
597,370516,11194
598,371257,11205
599,372000,11216
600,372744,11227
601,373489,11238
602,374236,11249
603,374984,11260
604,375734,11271
605,376485,11282
606,377238,11293
607,377992,11304
608,378748,11315
609,379505,11326
610,380264,11337
611,381025,11348
612,381787,11359
613,382551,11370
614,383316,11381
615,384083,11392
616,384851,11403
617,385621,11414
618,386392,11425
619,387165,11436
620,387939,11447
621,388715,11458
622,389492,11469
623,390271,11480
624,391052,11491
625,391834,11502
626,392618,11514
627,393403,11526
628,394190,11538
629,394978,11550
630,395768,11562
631,396560,11574
632,397353,11586
633,398148,11598
634,398944,11610
635,399742,11622
636,400541,11634
637,401342,11646
638,402145,11658
639,402949,11670
640,403755,11682
641,404563,11694
642,405372,11706
643,406183,11718
644,406995,11730
645,407809,11742
646,408625,11754
647,409442,11766
648,410261,11778
649,411082,11790
650,411904,11802
651,412728,11814
652,413553,11826
653,414380,11838
654,415209,11850
655,416039,11862
656,416871,11874
657,417705,11886
658,418540,11898
659,419377,11910
660,420216,11922
661,421056,11934
662,421898,11946
663,422742,11958
664,423587,11970
665,424434,11982
666,425283,11994
667,426134,12006
668,426986,12018
669,427840,12030
670,428696,12042
671,429553,12054
672,430412,12066
673,431273,12078
674,432136,12090
675,433000,12102
676,433866,12114
677,434734,12126
678,435603,12138
679,436474,12150
680,437347,12162
681,438222,12174
682,439098,12186
683,439976,12198
684,440856,12210
685,441738,12222
686,442621,12234
687,443506,12246
688,444393,12258
689,445282,12270
690,446173,12282
691,447065,12294
692,447959,12306
693,448855,12318
694,449753,12330
695,450653,12342
696,451554,12354
697,452457,12366
698,453362,12378
699,454269,12390
700,455178,12402
701,456088,12414
702,457000,12426
703,457914,12438
704,458830,12450
705,459748,12462
706,460667,12474
707,461588,12486
708,462511,12498
709,463436,12510
710,464363,12523
711,465292,12536
712,466223,12549
713,467155,12562
714,468089,12575
715,469025,12588
716,469963,12601
717,470903,12614
718,471845,12627
719,472789,12640
720,473735,12653
721,474682,12666
722,475631,12679
723,476582,12692
724,477535,12705
725,478490,12718
726,479447,12731
727,480406,12744
728,481367,12757
729,482330,12770
730,483295,12783
731,484262,12796
732,485231,12809
733,486201,12822
734,487173,12835
735,488147,12848
736,489123,12861
737,490101,12874
738,491081,12887
739,492063,12900
740,493047,12913
741,494033,12926
742,495021,12939
743,496011,12952
744,497003,12965
745,497997,12978
746,498993,12991
747,499991,13004
748,500991,13017
749,501993,13030
750,502997,13043
751,504003,13056
752,505011,13069
753,506021,13082
754,507033,13095
755,508047,13108
756,509063,13121
757,510081,13134
758,511101,13147
759,512123,13160
760,513147,13173
761,514173,13186
762,515201,13199
763,516231,13212
764,517263,13225
765,518298,13238
766,519335,13251
767,520374,13264
768,521415,13277
769,522458,13290
770,523503,13303
771,524550,13316
772,525599,13329
773,526650,13342
774,527703,13355
775,528758,13368
776,529816,13381
777,530876,13394
778,531938,13407
779,533002,13420
780,534068,13433
781,535136,13446
782,536206,13459
783,537278,13472
784,538353,13485
785,539430,13498
786,540509,13511
787,541590,13525
788,542673,13539
789,543758,13553
790,544846,13567
791,545936,13581
792,547028,13595
793,548122,13609
794,549218,13623
795,550316,13637
796,551417,13651
797,552520,13665
798,553625,13679
799,554732,13693
800,555841,13707
801,556953,13721
802,558067,13735
803,559183,13749
804,560301,13763
805,561422,13777
806,562545,13791
807,563670,13805
808,564797,13819
809,565927,13833
810,567059,13847
811,568193,13861
812,569329,13875
813,570468,13889
814,571609,13903
815,572752,13917
816,573898,13931
817,575046,13945
818,576196,13959
819,577348,13973
820,578503,13987
821,579660,14001
822,580819,14015
823,581981,14029
824,583145,14043
825,584311,14057
826,585480,14071
827,586651,14085
828,587824,14099
829,589000,14113
830,590178,14127
831,591358,14141
832,592541,14155
833,593726,14169
834,594913,14183
835,596103,14197
836,597295,14211
837,598490,14225
838,599687,14239
839,600886,14253
840,602088,14267
841,603292,14281
842,604499,14295
843,605708,14309
844,606919,14323
845,608133,14337
846,609349,14351
847,610568,14365
848,611789,14379
849,613013,14393
850,614239,14407
851,615467,14421
852,616698,14435
853,617931,14449
854,619167,14463
855,620405,14477
856,621646,14491
857,622889,14505
858,624135,14520
859,625383,14535
860,626634,14550
861,627887,14565
862,629143,14580
863,630401,14595
864,631662,14610
865,632925,14625
866,634191,14640
867,635459,14655
868,636730,14670
869,638003,14685
870,639279,14700
871,640558,14715
872,641839,14730
873,643123,14745
874,644409,14760
875,645698,14775
876,646989,14790
877,648283,14805
878,649580,14820
879,650879,14835
880,652181,14850
881,653485,14865
882,654792,14880
883,656102,14895
884,657414,14910
885,658729,14925
886,660046,14940
887,661366,14955
888,662689,14970
889,664014,14985
890,665342,15000
891,666673,15015
892,668006,15030
893,669342,15045
894,670681,15060
895,672022,15075
896,673366,15090
897,674713,15105
898,676062,15120
899,677414,15135
900,678769,15150
901,680127,15165
902,681487,15180
903,682850,15195
904,684216,15210
905,685584,15225
906,686955,15240
907,688329,15255
908,689706,15270
909,691085,15285
910,692467,15300
911,693852,15315
912,695240,15330
913,696630,15345
914,698023,15360
915,699419,15375
916,700818,15390
917,702220,15405
918,703624,15420
919,705031,15435
920,706441,15450
921,707854,15465
922,709270,15480
923,710689,15495
924,712110,15510
925,713534,15526
926,714961,15542
927,716391,15558
928,717824,15574
929,719260,15590
930,720699,15606
931,722140,15622
932,723584,15638
933,725031,15654
934,726481,15670
935,727934,15686
936,729390,15702
937,730849,15718
938,732311,15734
939,733776,15750
940,735244,15766
941,736714,15782
942,738187,15798
943,739663,15814
944,741142,15830
945,742624,15846
946,744109,15862
947,745597,15878
948,747088,15894
949,748582,15910
950,750079,15926
951,751579,15942
952,753082,15958
953,754588,15974
954,756097,15990
955,757609,16006
956,759124,16022
957,760642,16038
958,762163,16054
959,763687,16070
960,765214,16086
961,766744,16102
962,768277,16118
963,769814,16134
964,771354,16150
965,772897,16166
966,774443,16182
967,775992,16198
968,777544,16214
969,779099,16230
970,780657,16246
971,782218,16262
972,783782,16278
973,785350,16294
974,786921,16310
975,788495,16326
976,790072,16342
977,791652,16358
978,793235,16374
979,794821,16390
980,796411,16406
981,798004,16422
982,799600,16438
983,801199,16454
984,802801,16470
985,804407,16486
986,806016,16502
987,807628,16519
988,809243,16536
989,810861,16553
990,812483,16570
991,814108,16587
992,815736,16604
993,817367,16621
994,819002,16638
995,820640,16655
996,822281,16672
997,823926,16689
998,825574,16706
999,827225,16723
