lv,price,production_n
345,107769,2088
346,107985,2092
347,108201,2096
348,108417,2100
349,108634,2104
350,108851,2108
351,109069,2112
352,109287,2116
353,109506,2120
354,109725,2124
355,109944,2128
356,110164,2132
357,110384,2136
358,110605,2140
359,110826,2144
360,111048,2148
361,111270,2152
362,111493,2156
363,111716,2160
364,111939,2164
365,112163,2168
366,112387,2172
367,112612,2176
368,112837,2180
369,113063,2184
370,113289,2188
371,113516,2192
372,113743,2196
373,113970,2200
374,114198,2204
375,114426,2208
376,114655,2212
377,114884,2216
378,115114,2220
379,115344,2224
380,115575,2228
381,115806,2232
382,116038,2236
383,116270,2240
384,116503,2244
385,116736,2248
386,116969,2252
387,117203,2257
388,117437,2262
389,117672,2267
390,117907,2272
391,118143,2277
392,118379,2282
393,118616,2287
394,118853,2292
395,119091,2297
396,119329,2302
397,119568,2307
398,119807,2312
399,120047,2317
400,120287,2322
401,120528,2324
402,120769,2326
403,121011,2328
404,121253,2330
405,121496,2332
406,121739,2334
407,121982,2336
408,122226,2338
409,122470,2340
410,122715,2342
411,122960,2344
412,123206,2346
413,123452,2348
414,123699,2350
415,123946,2352
416,124194,2354
417,124442,2356
418,124691,2358
419,124940,2360
420,125190,2362
421,125440,2364
422,125691,2366
423,125942,2368
424,126194,2370
425,126446,2372
426,126699,2374
427,126952,2376
428,127206,2378
429,127460,2380
430,127715,2382
431,127970,2384
432,128226,2386
433,128482,2388
434,128739,2390
435,128996,2392
436,129254,2394
437,129513,2396
438,129772,2398
439,130032,2400
440,130292,2402
441,130553,2404
442,130814,2406
443,131076,2408
444,131338,2410
445,131601,2412
446,131864,2414
447,132128,2416
448,132392,2418
449,132657,2420
450,132922,2422
451,133188,2424
452,133454,2426
453,133721,2428
454,133988,2430
455,134256,2432
456,134525,2434
457,134794,2436
458,135064,2438
459,135334,2440
460,135605,2442
461,135876,2444
462,136148,2446
463,136420,2448
464,136693,2450
465,136966,2452
466,137240,2454
467,137514,2456
468,137789,2458
469,138065,2460
470,138341,2462
471,138618,2464
472,138895,2466
473,139173,2468
474,139451,2470
475,139730,2472
476,140009,2474
477,140289,2476
478,140570,2478
479,140851,2480
480,141133,2482
481,141415,2484
482,141698,2486
483,141981,2488
484,142265,2490
485,142550,2492
486,142835,2494
487,143121,2496
488,143407,2498
489,143694,2500
490,143981,2503
491,144269,2506
492,144558,2509
493,144847,2512
494,145137,2515
495,145427,2518
496,145718,2521
497,146009,2524
498,146301,2527
499,146594,2530
500,146887,2533
501,147181,2536
502,147475,2539
503,147770,2542
504,148066,2545
505,148362,2548
506,148659,2551
507,148956,2554
508,149254,2557
509,149553,2560
510,149852,2563
511,150152,2566
512,150452,2569
513,150753,2572
514,151055,2575
515,151357,2578
516,151660,2581
517,151963,2584
518,152267,2587
519,152572,2590
520,152877,2593
521,153183,2596
522,153489,2599
523,153796,2602
524,154104,2605
525,154412,2608
526,154721,2611
527,155030,2614
528,155340,2617
529,155651,2620
530,155962,2623
531,156274,2626
532,156587,2629
533,156900,2632
534,157214,2635
535,157528,2638
536,157843,2641
537,158159,2644
538,158475,2647
539,158792,2650
540,159110,2653
541,159428,2656
542,159747,2659
543,160066,2662
544,160386,2665
545,160707,2668
546,161028,2671
547,161350,2674
548,161673,2677
549,161996,2680
550,162320,2683
551,162645,2686
552,162970,2689
553,163296,2692
554,163623,2695
555,163950,2698
556,164278,2701
557,164607,2704
558,164936,2707
559,165266,2710
560,165597,2713
561,165928,2716
562,166260,2719
563,166593,2722
564,166926,2725
565,167260,2728
566,167595,2731
567,167930,2734
568,168266,2737
569,168603,2740
570,168940,2743
571,169278,2746
572,169617,2749
573,169956,2752
574,170296,2755
575,170637,2758
576,170978,2761
577,171320,2764
578,171663,2767
579,172006,2770
580,172350,2773
581,172695,2776
582,173040,2779
583,173386,2782
584,173733,2785
585,174080,2788
586,174428,2791
587,174777,2794
588,175127,2797
589,175477,2800
590,175828,2803
591,176180,2806
592,176532,2809
593,176885,2812
594,177239,2815
595,177593,2818
596,177948,2821
597,178304,2824
598,178661,2827
599,179018,2830
600,179376,2833
601,179735,2836
602,180094,2839
603,180454,2842
604,180815,2845
605,181177,2848
606,181539,2851
607,181902,2854
608,182266,2857
609,182631,2860
610,182996,2863
611,183362,2866
612,183729,2869
613,184096,2872
614,184464,2875
615,184833,2878
616,185203,2881
617,185573,2884
618,185944,2887
619,186316,2890
620,186689,2893
621,187062,2896
622,187436,2899
623,187811,2902
624,188187,2905
625,188563,2908
626,188940,2911
627,189318,2914
628,189697,2917
629,190076,2920
630,190456,2923
631,190837,2926
632,191219,2929
633,191601,2932
634,191984,2935
635,192368,2938
636,192753,2941
637,193139,2944
638,193525,2947
639,193912,2950
640,194300,2953
641,194689,2956
642,195078,2959
643,195468,2962
644,195859,2965
645,196251,2968
646,196644,2971
647,197037,2974
648,197431,2977
649,197826,2980
650,198222,2983
651,198618,2986
652,199015,2989
653,199413,2992
654,199812,2995
655,200212,2998
656,200612,3001
657,201013,3004
658,201415,3007
659,201818,3010
660,202222,3013
661,202626,3016
662,203031,3019
663,203437,3022
664,203844,3025
665,204252,3028
666,204661,3031
667,205070,3034
668,205480,3037
669,205891,3040
670,206303,3043
671,206716,3046
672,207129,3049
673,207543,3052
674,207958,3055
675,208374,3058
676,208791,3061
677,209209,3064
678,209627,3067
679,210046,3070
680,210466,3073
681,210887,3076
682,211309,3079
683,211732,3082
684,212155,3085
685,212579,3088
686,213004,3091
687,213430,3094
688,213857,3097
689,214285,3100
690,214714,3103
691,215143,3106
692,215573,3109
693,216004,3112
694,216436,3115
695,216869,3118
696,217303,3121
697,217738,3124
698,218173,3127
699,218609,3130
700,219046,3133
701,219484,3136
702,219923,3139
703,220363,3142
704,220804,3145
705,221246,3148
706,221688,3151
707,222131,3154
708,222575,3157
709,223020,3160
710,223466,3163
711,223913,3166
712,224361,3169
713,224810,3172
714,225260,3175
715,225711,3178
716,226162,3181
717,226614,3184
718,227067,3187
719,227521,3190
720,227976,3193
721,228432,3196
722,228889,3199
723,229347,3202
724,229806,3205
725,230266,3208
726,230727,3211
727,231188,3214
728,231650,3217
729,232113,3220
730,232577,3223
731,233042,3226
732,233508,3229
733,233975,3232
734,234443,3235
735,234912,3238
736,235382,3241
737,235853,3244
738,236325,3247
739,236798,3250
740,237272,3253
741,237747,3256
742,238222,3259
743,238698,3262
744,239175,3265
745,239653,3268
746,240132,3271
747,240612,3274
748,241093,3277
749,241575,3280
750,242058,3283
751,242542,3286
752,243027,3289
753,243513,3292
754,244000,3295
755,244488,3298
756,244977,3301
757,245467,3304
758,245958,3307
759,246450,3310
760,246943,3313
761,247437,3316
762,247932,3319
763,248428,3322
764,248925,3325
765,249423,3328
766,249922,3331
767,250422,3334
768,250923,3337
769,251425,3340
770,251928,3343
771,252432,3346
772,252937,3349
773,253443,3352
774,253950,3355
775,254458,3358
776,254967,3361
777,255477,3364
778,255988,3367
779,256500,3370
780,257013,3373
781,257527,3376
782,258042,3379
783,258558,3382
784,259075,3385
785,259593,3388
786,260112,3391
787,260632,3394
788,261153,3397
789,261675,3400
790,262198,3403
791,262722,3406
792,263247,3409
793,263773,3412
794,264301,3415
795,264830,3418
796,265360,3421
797,265891,3424
798,266423,3427
799,266956,3430
800,267490,3433
801,268025,3436
802,268561,3439
803,269098,3442
804,269636,3445
805,270175,3448
806,270715,3451
807,271256,3454
808,271799,3457
809,272343,3460
810,272888,3463
811,273434,3466
812,273981,3469
813,274529,3472
814,275078,3475
815,275628,3478
816,276179,3481
817,276731,3484
818,277284,3487
819,277839,3490
820,278395,3493
821,278952,3496
822,279510,3499
823,280069,3502
824,280629,3506
825,281190,3510
826,281752,3514
827,282316,3518
828,282881,3522
829,283447,3526
830,284014,3530
831,284582,3534
832,285151,3538
833,285721,3542
834,286292,3546
835,286865,3550
836,287439,3554
837,288014,3558
838,288590,3562
839,289167,3566
840,289745,3570
841,290324,3574
842,290905,3578
843,291487,3582
844,292070,3586
845,292654,3590
846,293239,3594
847,293825,3598
848,294413,3602
849,295002,3606
850,295592,3610
851,296183,3614
852,296775,3618
853,297369,3622
854,297964,3626
855,298560,3630
856,299157,3634
857,299755,3638
858,300355,3642
859,300956,3646
860,301558,3650
861,302161,3654
862,302765,3658
863,303371,3662
864,303978,3666
865,304586,3670
866,305195,3674
867,305805,3678
868,306417,3682
869,307030,3686
870,307644,3690
871,308259,3694
872,308876,3698
873,309494,3702
874,310113,3706
875,310733,3710
876,311354,3714
877,311977,3718
878,312601,3722
879,313226,3726
880,313852,3730
881,314480,3734
882,315109,3738
883,315739,3742
884,316370,3746
885,317003,3750
886,317637,3754
887,318272,3758
888,318909,3762
889,319547,3766
890,320186,3770
891,320826,3774
892,321468,3778
893,322111,3782
894,322755,3786
895,323401,3790
896,324048,3794
897,324696,3798
898,325345,3802
899,325996,3806
900,326648,3810
901,327301,3814
902,327956,3818
903,328612,3822
904,329269,3826
905,329928,3830
906,330588,3834
907,331249,3838
908,331911,3842
909,332575,3846
910,333240,3850
911,333906,3854
912,334574,3858
913,335243,3862
914,335913,3866
915,336585,3870
916,337258,3874
917,337933,3878
918,338609,3882
919,339286,3886
920,339965,3890
921,340645,3894
922,341326,3898
923,342009,3902
924,342693,3906
925,343378,3910
926,344065,3914
927,344753,3918
928,345443,3922
929,346134,3926
930,346826,3930
931,347520,3934
932,348215,3938
933,348911,3942
934,349609,3946
935,350308,3950
936,351009,3954
937,351711,3958
938,352414,3962
939,353119,3966
940,353825,3970
941,354533,3974
942,355242,3978
943,355952,3982
944,356664,3986
945,357377,3990
946,358092,3994
947,358808,3998
948,359526,4002
949,360245,4006
950,360965,4010
951,361687,4014
952,362410,4018
953,363135,4022
954,363861,4026
955,364589,4030
956,365318,4034
957,366049,4038
958,366781,4042
959,367515,4046
960,368250,4050
961,368987,4054
962,369725,4058
963,370464,4062
964,371205,4066
965,371947,4070
966,372691,4074
967,373436,4078
968,374183,4082
969,374931,4086
970,375681,4090
971,376432,4094
972,377185,4098
973,377939,4102
974,378695,4106
975,379452,4110
976,380211,4114
977,380971,4118
978,381733,4122
979,382496,4126
980,383261,4130
981,384028,4134
982,384796,4138
983,385566,4142
984,386337,4146
985,387110,4150
986,387884,4154
987,388660,4158
988,389437,4162
989,390216,4166
990,390996,4170
991,391778,4174
992,392562,4178
993,393347,4182
994,394134,4186
995,394922,4190
996,395712,4194
997,396503,4198
998,397296,4202
999,398091,4206
